question_index,image_index,question_id,question_string,answer,figure_type,question_type
2732,8009,3,Is Rosy Brown greater than Yellow?,1,vbar_categorical,categorical_greater_than
2733,8009,0,Is Rosy Brown the minimum?,0,vbar_categorical,categorical_minimum
2734,8009,1,Is Rosy Brown the maximum?,0,vbar_categorical,categorical_maximum
2735,8009,4,Is Yellow the low median?,0,vbar_categorical,categorical_low_median
2736,8009,2,Is Rosy Brown less than Yellow?,0,vbar_categorical,categorical_less_than
2737,16,0,Is Tomato the minimum?,1,hbar_categorical,categorical_minimum
2738,16,0,Is Dark Gold the minimum?,0,hbar_categorical,categorical_minimum
2739,12011,5,Is Slate the high median?,1,pie,categorical_high_median
2740,12011,3,Is Tan greater than Slate?,0,pie,categorical_greater_than
2741,16010,5,Is Light Green the high median?,1,hbar_categorical,categorical_high_median
2742,16010,0,Is Gray the minimum?,1,hbar_categorical,categorical_minimum
2743,16010,2,Is Bubblegum less than Orchid?,0,hbar_categorical,categorical_less_than
2744,16010,4,Is Light Green the low median?,0,hbar_categorical,categorical_low_median
2745,16010,2,Is Orchid less than Bubblegum?,1,hbar_categorical,categorical_less_than
2746,12048,5,Is Sandy Brown the high median?,1,pie,categorical_high_median
2747,12048,4,Is Rebecca Purple the low median?,1,pie,categorical_low_median
2748,12017,3,Is Black greater than Burlywood?,0,vbar_categorical,categorical_greater_than
2749,12017,4,Is Hot Pink the low median?,1,vbar_categorical,categorical_low_median
2750,12017,3,Is Burlywood greater than Black?,1,vbar_categorical,categorical_greater_than
2751,12017,2,Is Black less than Burlywood?,1,vbar_categorical,categorical_less_than
2752,12017,4,Is Burlywood the low median?,0,vbar_categorical,categorical_low_median
2753,8031,11,Does Purple have the highest value?,0,dot_line,continuous_global_maximum
2754,8031,10,Does Purple have the lowest value?,1,dot_line,continuous_global_minimum
2755,8031,9,Is Purple the roughest?,1,dot_line,continuous_roughest
2756,8031,13,Is Medium Purple greater than Purple?,0,dot_line,continuous_greater_than
2757,8031,7,Does Purple have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
2758,16013,0,Is Orchid the minimum?,0,hbar_categorical,categorical_minimum
2759,16013,3,Is Peru greater than Orchid?,1,hbar_categorical,categorical_greater_than
2760,4031,13,Is Tan greater than Sienna?,1,line,continuous_greater_than
2761,4031,9,Is Sienna the roughest?,1,line,continuous_roughest
2762,4031,6,Does Sienna have the minimum area under the curve?,0,line,continuous_minimum_auc
2763,4031,12,Is Dark Khaki less than Tan?,1,line,continuous_less_than
2764,4031,10,Does Sienna have the lowest value?,0,line,continuous_global_minimum
2765,16034,8,Is Dark Blue the smoothest?,1,dot_line,continuous_smoothest
2766,16034,6,Does Light Seafoam have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
2767,16034,12,Is Dark Blue less than Light Seafoam?,1,dot_line,continuous_less_than
2768,16034,10,Does Light Seafoam have the lowest value?,0,dot_line,continuous_global_minimum
2769,16034,10,Does Dark Blue have the lowest value?,1,dot_line,continuous_global_minimum
2770,8020,2,Is Cadet Blue less than Dark Violet?,1,pie,categorical_less_than
2771,8020,5,Is Web Gray the high median?,1,pie,categorical_high_median
2772,16023,4,Is Burlywood the low median?,0,pie,categorical_low_median
2773,16023,5,Is Yellow Green the high median?,0,pie,categorical_high_median
2774,16023,2,Is Light Coral less than Indian Red?,0,pie,categorical_less_than
2775,16023,2,Is Indian Red less than Light Coral?,1,pie,categorical_less_than
2776,16023,3,Is Light Coral greater than Indian Red?,1,pie,categorical_greater_than
2777,8049,0,Is Sienna the minimum?,1,pie,categorical_minimum
2778,8049,4,Is Dark Slate the low median?,1,pie,categorical_low_median
2779,8044,5,Is Hot Pink the high median?,1,pie,categorical_high_median
2780,8044,4,Is Hot Pink the low median?,1,pie,categorical_low_median
2781,8044,1,Is Indian Red the maximum?,1,pie,categorical_maximum
2782,8044,4,Is Deep Sky Blue the low median?,0,pie,categorical_low_median
2783,8044,5,Is Indian Red the high median?,0,pie,categorical_high_median
2784,12038,13,Is Forest Green greater than Purple?,0,dot_line,continuous_greater_than
2785,12038,8,Is Purple the smoothest?,1,dot_line,continuous_smoothest
2786,12038,10,Does Forest Green have the lowest value?,0,dot_line,continuous_global_minimum
2787,12038,6,Does Olive have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
2788,12038,8,Is Olive the smoothest?,0,dot_line,continuous_smoothest
2789,8048,11,Does Orange Red have the highest value?,1,dot_line,continuous_global_maximum
2790,8048,14,Does Orange Red intersect Medium Blue?,1,dot_line,continuous_intersect
2791,8048,6,Does Purple have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
2792,8048,6,Does Gray have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
2793,8048,12,Is Purple less than Violet Red?,1,dot_line,continuous_less_than
2794,16052,8,Is Turquoise the smoothest?,0,dot_line,continuous_smoothest
2795,16052,7,Does Firebrick have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
2796,16052,13,Is Light Slate greater than Orchid?,1,dot_line,continuous_greater_than
2797,16052,9,Is Light Slate the roughest?,1,dot_line,continuous_roughest
2798,16052,9,Is Turquoise the roughest?,0,dot_line,continuous_roughest
2799,16018,7,Does Coral have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
2800,16018,12,Is Medium Aqua less than Medium Seafoam?,0,dot_line,continuous_less_than
2801,16018,11,Does Medium Aqua have the highest value?,0,dot_line,continuous_global_maximum
2802,16018,14,Does Medium Aqua intersect Medium Seafoam?,1,dot_line,continuous_intersect
2803,16018,13,Is Coral greater than Medium Seafoam?,1,dot_line,continuous_greater_than
2804,51,11,Does Dark Gray have the highest value?,0,line,continuous_global_maximum
2805,51,13,Is Dim Gray greater than Dark Gray?,0,line,continuous_greater_than
2806,51,6,Does Dark Gray have the minimum area under the curve?,1,line,continuous_minimum_auc
2807,51,6,Does Dim Gray have the minimum area under the curve?,0,line,continuous_minimum_auc
2808,51,9,Is Dark Gray the roughest?,1,line,continuous_roughest
2809,16028,11,Does Pale Green have the highest value?,1,dot_line,continuous_global_maximum
2810,16028,14,Does Forest Green intersect Orange?,0,dot_line,continuous_intersect
2811,16028,10,Does Pale Green have the lowest value?,0,dot_line,continuous_global_minimum
2812,40,7,Does Medium Seafoam have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
2813,40,11,Does Medium Seafoam have the highest value?,1,dot_line,continuous_global_maximum
2814,40,8,Is Light Slate the smoothest?,0,dot_line,continuous_smoothest
2815,40,6,Does Dark Turquoise have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
2816,40,12,Is Light Slate less than Medium Seafoam?,1,dot_line,continuous_less_than
2817,4053,12,Is Light Sky Blue less than Mint?,0,line,continuous_less_than
2818,4053,7,Does Deep Pink have the maximum area under the curve?,0,line,continuous_maximum_auc
2819,4053,11,Does Deep Pink have the highest value?,0,line,continuous_global_maximum
2820,4053,14,Does Light Sky Blue intersect Mint?,1,line,continuous_intersect
2821,4053,8,Is Dark Gray the smoothest?,1,line,continuous_smoothest
2822,16053,4,Is Medium Aqua the low median?,0,hbar_categorical,categorical_low_median
2823,16053,1,Is Forest Green the maximum?,0,hbar_categorical,categorical_maximum
2824,16053,3,Is Forest Green greater than Medium Aqua?,1,hbar_categorical,categorical_greater_than
2825,16053,3,Is Medium Aqua greater than Forest Green?,0,hbar_categorical,categorical_greater_than
2826,16053,5,Is Dark Salmon the high median?,1,hbar_categorical,categorical_high_median
2827,16025,0,Is Web Gray the minimum?,0,vbar_categorical,categorical_minimum
2828,16025,2,Is Dark Gray less than Web Gray?,1,vbar_categorical,categorical_less_than
2829,16025,4,Is Sandy Brown the low median?,1,vbar_categorical,categorical_low_median
2830,16025,2,Is Web Gray less than Dark Gray?,0,vbar_categorical,categorical_less_than
2831,16025,1,Is Web Gray the maximum?,0,vbar_categorical,categorical_maximum
2832,53,1,Is Light Slate the maximum?,1,hbar_categorical,categorical_maximum
2833,53,2,Is Light Green less than Periwinkle?,0,hbar_categorical,categorical_less_than
2834,53,3,Is Light Green greater than Periwinkle?,1,hbar_categorical,categorical_greater_than
2835,53,3,Is Periwinkle greater than Light Green?,0,hbar_categorical,categorical_greater_than
2836,53,5,Is Light Green the high median?,0,hbar_categorical,categorical_high_median
2837,5,8,Is Dark Cyan the smoothest?,1,line,continuous_smoothest
2838,5,12,Is Medium Mint less than Dark Cyan?,1,line,continuous_less_than
2839,5,6,Does Dark Cyan have the minimum area under the curve?,0,line,continuous_minimum_auc
2840,5,14,Does Medium Mint intersect Dark Cyan?,0,line,continuous_intersect
2841,5,8,Is Medium Turquoise the smoothest?,0,line,continuous_smoothest
2842,40,6,Does Light Slate have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
2843,40,9,Is Coral the roughest?,1,dot_line,continuous_roughest
2844,40,13,Is Red greater than Orange Red?,0,dot_line,continuous_greater_than
2845,12030,3,Is Light Coral greater than Dark Slate?,0,vbar_categorical,categorical_greater_than
2846,12030,2,Is Light Coral less than Dark Slate?,1,vbar_categorical,categorical_less_than
2847,12030,4,Is Burlywood the low median?,0,vbar_categorical,categorical_low_median
2848,12030,3,Is Dark Slate greater than Light Coral?,1,vbar_categorical,categorical_greater_than
2849,12030,5,Is Tan the high median?,0,vbar_categorical,categorical_high_median
2850,16005,5,Is Dim Gray the high median?,0,vbar_categorical,categorical_high_median
2851,16005,0,Is Dim Gray the minimum?,1,vbar_categorical,categorical_minimum
2852,16005,4,Is Indian Red the low median?,0,vbar_categorical,categorical_low_median
2853,16005,2,Is Web Green less than Indigo?,1,vbar_categorical,categorical_less_than
2854,16005,4,Is Lime Green the low median?,1,vbar_categorical,categorical_low_median
2855,8018,6,Does Seafoam have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
2856,8018,8,Is Medium Aqua the smoothest?,0,dot_line,continuous_smoothest
2857,8018,11,Does Gray have the highest value?,1,dot_line,continuous_global_maximum
2858,8018,8,Is Seafoam the smoothest?,1,dot_line,continuous_smoothest
2859,8018,9,Is Medium Aqua the roughest?,1,dot_line,continuous_roughest
2860,8047,14,Does Lawn Green intersect Dark Olive?,0,line,continuous_intersect
2861,8047,12,Is Lawn Green less than Dark Cyan?,0,line,continuous_less_than
2862,8047,14,Does Lawn Green intersect Dark Cyan?,1,line,continuous_intersect
2863,8047,9,Is Dark Cyan the roughest?,1,line,continuous_roughest
2864,8047,9,Is Lawn Green the roughest?,0,line,continuous_roughest
2865,4014,1,Is Dark Gold the maximum?,0,hbar_categorical,categorical_maximum
2866,4014,3,Is Dark Turquoise greater than Dark Gold?,1,hbar_categorical,categorical_greater_than
2867,4014,4,Is Crimson the low median?,1,hbar_categorical,categorical_low_median
2868,4014,0,Is Dark Gold the minimum?,1,hbar_categorical,categorical_minimum
2869,4014,0,Is Dark Turquoise the minimum?,0,hbar_categorical,categorical_minimum
2870,27,11,Does Dark Orange have the highest value?,1,dot_line,continuous_global_maximum
2871,27,6,Does Orchid have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
2872,27,12,Is Dark Orange less than Orchid?,0,dot_line,continuous_less_than
2873,27,7,Does Dark Orange have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
2874,27,13,Is Dark Orange greater than Orchid?,0,dot_line,continuous_greater_than
2875,5,6,Does Medium Turquoise have the minimum area under the curve?,1,line,continuous_minimum_auc
2876,5,10,Does Medium Mint have the lowest value?,1,line,continuous_global_minimum
2877,5,11,Does Medium Turquoise have the highest value?,0,line,continuous_global_maximum
2878,4049,2,Is Tan less than Dark Slate?,0,vbar_categorical,categorical_less_than
2879,4049,2,Is Dark Slate less than Tan?,1,vbar_categorical,categorical_less_than
2880,8044,0,Is Deep Sky Blue the minimum?,0,pie,categorical_minimum
2881,8044,3,Is Indian Red greater than Deep Sky Blue?,1,pie,categorical_greater_than
2882,37,12,Is Khaki less than Dark Turquoise?,0,dot_line,continuous_less_than
2883,37,14,Does Maroon intersect Dark Turquoise?,0,dot_line,continuous_intersect
2884,37,11,Does Forest Green have the highest value?,0,dot_line,continuous_global_maximum
2885,8020,0,Is Light Coral the minimum?,1,pie,categorical_minimum
2886,8020,3,Is Dark Violet greater than Cadet Blue?,1,pie,categorical_greater_than
2887,8020,4,Is Web Gray the low median?,1,pie,categorical_low_median
2888,8020,1,Is Dark Violet the maximum?,0,pie,categorical_maximum
2889,8020,5,Is Dark Slate the high median?,0,pie,categorical_high_median
2890,4020,10,Does Pale Green have the lowest value?,1,dot_line,continuous_global_minimum
2891,4020,14,Does Medium Seafoam intersect Purple?,1,dot_line,continuous_intersect
2892,4020,8,Is Purple the smoothest?,0,dot_line,continuous_smoothest
2893,4020,9,Is Gray the roughest?,1,dot_line,continuous_roughest
2894,4020,13,Is Medium Seafoam greater than Purple?,0,dot_line,continuous_greater_than
2895,4024,2,Is Gold less than Olive?,1,hbar_categorical,categorical_less_than
2896,4024,3,Is Olive greater than Gold?,1,hbar_categorical,categorical_greater_than
2897,4024,5,Is Gray the high median?,1,hbar_categorical,categorical_high_median
2898,4024,1,Is Gold the maximum?,0,hbar_categorical,categorical_maximum
2899,4024,1,Is Olive the maximum?,1,hbar_categorical,categorical_maximum
2900,12006,1,Is Teal the maximum?,0,pie,categorical_maximum
2901,12006,3,Is Teal greater than Burlywood?,0,pie,categorical_greater_than
2902,12006,5,Is Deep Sky Blue the high median?,0,pie,categorical_high_median
2903,12006,2,Is Burlywood less than Teal?,0,pie,categorical_less_than
2904,12006,0,Is Teal the minimum?,0,pie,categorical_minimum
2905,12025,1,Is Rosy Brown the maximum?,0,pie,categorical_maximum
2906,12025,3,Is Rosy Brown greater than Dark Gray?,1,pie,categorical_greater_than
2907,12025,0,Is Dark Gray the minimum?,1,pie,categorical_minimum
2908,12025,1,Is Dark Cyan the maximum?,1,pie,categorical_maximum
2909,12025,2,Is Rosy Brown less than Dark Gray?,0,pie,categorical_less_than
2910,8,11,Does Chocolate have the highest value?,0,line,continuous_global_maximum
2911,8,14,Does Tan intersect Navy Blue?,0,line,continuous_intersect
2912,8,8,Is Dark Khaki the smoothest?,1,line,continuous_smoothest
2913,53,2,Is Periwinkle less than Light Green?,1,hbar_categorical,categorical_less_than
2914,53,0,Is Periwinkle the minimum?,1,hbar_categorical,categorical_minimum
2915,53,5,Is Orange the high median?,1,hbar_categorical,categorical_high_median
2916,53,4,Is Light Green the low median?,0,hbar_categorical,categorical_low_median
2917,53,4,Is Gray the low median?,1,hbar_categorical,categorical_low_median
2918,16047,4,Is Tan the low median?,0,vbar_categorical,categorical_low_median
2919,16047,1,Is Mint the maximum?,1,vbar_categorical,categorical_maximum
2920,16047,4,Is Web Purple the low median?,1,vbar_categorical,categorical_low_median
2921,16047,3,Is Tan greater than Light Salmon?,0,vbar_categorical,categorical_greater_than
2922,16047,0,Is Tan the minimum?,1,vbar_categorical,categorical_minimum
2923,4041,11,Does Midnight Blue have the highest value?,0,dot_line,continuous_global_maximum
2924,4041,9,Is Dark Red the roughest?,1,dot_line,continuous_roughest
2925,4041,13,Is Violet Red greater than Blue?,0,dot_line,continuous_greater_than
2926,4041,7,Does Dark Red have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
2927,4041,6,Does Violet Red have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
2928,12043,9,Is Dark Turquoise the roughest?,0,dot_line,continuous_roughest
2929,12043,6,Does Dark Turquoise have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
2930,12043,7,Does Dark Turquoise have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
2931,12018,12,Is Web Purple less than Medium Mint?,1,line,continuous_less_than
2932,12018,14,Does Slate intersect Medium Mint?,1,line,continuous_intersect
2933,12018,11,Does Slate have the highest value?,1,line,continuous_global_maximum
2934,12018,9,Is Slate the roughest?,0,line,continuous_roughest
2935,12018,13,Is Slate greater than Medium Mint?,0,line,continuous_greater_than
2936,47,5,Is Violet the high median?,0,pie,categorical_high_median
2937,47,2,Is Light Salmon less than Violet?,1,pie,categorical_less_than
2938,47,3,Is Light Salmon greater than Violet?,0,pie,categorical_greater_than
2939,47,3,Is Violet greater than Light Salmon?,1,pie,categorical_greater_than
2940,47,0,Is Violet the minimum?,0,pie,categorical_minimum
2941,37,6,Does Forest Green have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
2942,37,13,Is Khaki greater than Dark Turquoise?,0,dot_line,continuous_greater_than
2943,37,14,Does Khaki intersect Dark Turquoise?,1,dot_line,continuous_intersect
2944,37,13,Is Dark Turquoise greater than Maroon?,1,dot_line,continuous_greater_than
2945,37,6,Does Khaki have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
2946,39,8,Is Seafoam the smoothest?,1,dot_line,continuous_smoothest
2947,39,11,Does Seafoam have the highest value?,1,dot_line,continuous_global_maximum
2948,39,14,Does Dark Green intersect Maroon?,1,dot_line,continuous_intersect
2949,39,10,Does Dark Green have the lowest value?,1,dot_line,continuous_global_minimum
2950,39,11,Does Medium Blue have the highest value?,0,dot_line,continuous_global_maximum
2951,4009,2,Is Light Sky Blue less than Medium Periwinkle?,0,vbar_categorical,categorical_less_than
2952,4009,1,Is Sandy Brown the maximum?,1,vbar_categorical,categorical_maximum
2953,5,12,Is Medium Turquoise less than Medium Mint?,0,line,continuous_less_than
2954,5,7,Does Dark Cyan have the maximum area under the curve?,1,line,continuous_maximum_auc
2955,5,9,Is Medium Mint the roughest?,1,line,continuous_roughest
2956,5,9,Is Medium Turquoise the roughest?,0,line,continuous_roughest
2957,5,13,Is Medium Turquoise greater than Medium Mint?,0,line,continuous_greater_than
2958,8025,5,Is Dark Green the high median?,0,hbar_categorical,categorical_high_median
2959,8025,3,Is Green Yellow greater than Dark Gold?,1,hbar_categorical,categorical_greater_than
2960,8025,4,Is Maroon the low median?,0,hbar_categorical,categorical_low_median
2961,8025,1,Is Green Yellow the maximum?,0,hbar_categorical,categorical_maximum
2962,8025,2,Is Green Yellow less than Dark Gold?,0,hbar_categorical,categorical_less_than
2963,12028,13,Is Blue Violet greater than Green Yellow?,0,dot_line,continuous_greater_than
2964,12028,7,Does Royal Blue have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
2965,12028,6,Does Royal Blue have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
2966,12028,7,Does Blue Violet have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
2967,12028,11,Does Blue Violet have the highest value?,1,dot_line,continuous_global_maximum
2968,8019,1,Is Web Purple the maximum?,0,vbar_categorical,categorical_maximum
2969,8019,0,Is Lawn Green the minimum?,1,vbar_categorical,categorical_minimum
2970,8019,5,Is Mint the high median?,0,vbar_categorical,categorical_high_median
2971,8019,4,Is Dim Gray the low median?,1,vbar_categorical,categorical_low_median
2972,8019,3,Is Dim Gray greater than Web Purple?,0,vbar_categorical,categorical_greater_than
2973,12040,14,Does Medium Orchid intersect Medium Purple?,1,dot_line,continuous_intersect
2974,12040,12,Is Medium Orchid less than Medium Purple?,0,dot_line,continuous_less_than
2975,12040,9,Is Medium Orchid the roughest?,1,dot_line,continuous_roughest
2976,12040,7,Does Gray have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
2977,12040,9,Is Gray the roughest?,0,dot_line,continuous_roughest
2978,4022,1,Is Tan the maximum?,0,vbar_categorical,categorical_maximum
2979,4022,5,Is Tan the high median?,0,vbar_categorical,categorical_high_median
2980,4022,3,Is Tan greater than Hot Pink?,1,vbar_categorical,categorical_greater_than
2981,4022,3,Is Hot Pink greater than Tan?,0,vbar_categorical,categorical_greater_than
2982,4022,5,Is Dark Cyan the high median?,1,vbar_categorical,categorical_high_median
2983,4053,6,Does Olive Drab have the minimum area under the curve?,1,line,continuous_minimum_auc
2984,4053,6,Does Deep Pink have the minimum area under the curve?,0,line,continuous_minimum_auc
2985,4053,10,Does Lawn Green have the lowest value?,1,line,continuous_global_minimum
2986,4053,7,Does Green have the maximum area under the curve?,1,line,continuous_maximum_auc
2987,4053,9,Is Olive Drab the roughest?,1,line,continuous_roughest
2988,4038,8,Is Green the smoothest?,0,line,continuous_smoothest
2989,4038,9,Is Deep Pink the roughest?,1,line,continuous_roughest
2990,4038,9,Is Green the roughest?,0,line,continuous_roughest
2991,4038,12,Is Sky Blue less than Black?,1,line,continuous_less_than
2992,4038,11,Does Sky Blue have the highest value?,0,line,continuous_global_maximum
2993,4047,4,Is Dodger Blue the low median?,1,pie,categorical_low_median
2994,4047,3,Is Sandy Brown greater than Dodger Blue?,1,pie,categorical_greater_than
2995,4047,5,Is Dark Khaki the high median?,1,pie,categorical_high_median
2996,4047,1,Is Dodger Blue the maximum?,0,pie,categorical_maximum
2997,4047,0,Is Yellow the minimum?,1,pie,categorical_minimum
2998,8040,8,Is Web Purple the smoothest?,1,line,continuous_smoothest
2999,8040,8,Is Dim Gray the smoothest?,0,line,continuous_smoothest
3000,8040,6,Does Dim Gray have the minimum area under the curve?,0,line,continuous_minimum_auc
3001,8040,7,Does Dark Gray have the maximum area under the curve?,1,line,continuous_maximum_auc
3002,8040,7,Does Dim Gray have the maximum area under the curve?,0,line,continuous_maximum_auc
3003,8053,4,Is Violet Red the low median?,0,hbar_categorical,categorical_low_median
3004,8053,1,Is Light Seafoam the maximum?,1,hbar_categorical,categorical_maximum
3005,8009,4,Is Sky Blue the low median?,1,vbar_categorical,categorical_low_median
3006,8009,1,Is Medium Turquoise the maximum?,1,vbar_categorical,categorical_maximum
3007,16011,6,Does Sienna have the minimum area under the curve?,0,line,continuous_minimum_auc
3008,16011,11,Does Tan have the highest value?,0,line,continuous_global_maximum
3009,16011,7,Does Sienna have the maximum area under the curve?,0,line,continuous_maximum_auc
3010,16011,13,Is Sienna greater than Dark Cyan?,1,line,continuous_greater_than
3011,8029,13,Is Blue greater than Medium Purple?,1,dot_line,continuous_greater_than
3012,8029,14,Does Blue intersect Periwinkle?,1,dot_line,continuous_intersect
3013,8029,10,Does Blue have the lowest value?,0,dot_line,continuous_global_minimum
3014,8029,11,Does Blue have the highest value?,0,dot_line,continuous_global_maximum
3015,8029,7,Does Blue have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
3016,4048,1,Is Yellow Green the maximum?,0,pie,categorical_maximum
3017,4048,3,Is Rosy Brown greater than Yellow Green?,1,pie,categorical_greater_than
3018,4048,5,Is Lime Green the high median?,0,pie,categorical_high_median
3019,4048,2,Is Yellow Green less than Rosy Brown?,1,pie,categorical_less_than
3020,4048,2,Is Rosy Brown less than Yellow Green?,0,pie,categorical_less_than
3021,8037,10,Does Saddle Brown have the lowest value?,0,dot_line,continuous_global_minimum
3022,8037,13,Is Saddle Brown greater than Orange?,1,dot_line,continuous_greater_than
3023,8037,12,Is Orange less than Khaki?,0,dot_line,continuous_less_than
3024,8037,11,Does Khaki have the highest value?,0,dot_line,continuous_global_maximum
3025,8037,14,Does Orange intersect Khaki?,1,dot_line,continuous_intersect
3026,8013,5,Is Royal Blue the high median?,1,hbar_categorical,categorical_high_median
3027,8013,4,Is Medium Seafoam the low median?,1,hbar_categorical,categorical_low_median
3028,8013,2,Is Coral less than Gray?,1,hbar_categorical,categorical_less_than
3029,8013,3,Is Gray greater than Coral?,1,hbar_categorical,categorical_greater_than
3030,8013,1,Is Coral the maximum?,0,hbar_categorical,categorical_maximum
3031,8005,3,Is Gray greater than Medium Seafoam?,1,hbar_categorical,categorical_greater_than
3032,8005,0,Is Tomato the minimum?,1,hbar_categorical,categorical_minimum
3033,4037,5,Is Burlywood the high median?,1,vbar_categorical,categorical_high_median
3034,4037,2,Is Mint less than Teal?,0,vbar_categorical,categorical_less_than
3035,4037,2,Is Teal less than Mint?,1,vbar_categorical,categorical_less_than
3036,4037,5,Is Mint the high median?,0,vbar_categorical,categorical_high_median
3037,4037,0,Is Mint the minimum?,0,vbar_categorical,categorical_minimum
3038,8028,3,Is Mint greater than Deep Sky Blue?,1,pie,categorical_greater_than
3039,8028,2,Is Mint less than Deep Sky Blue?,0,pie,categorical_less_than
3040,8028,2,Is Deep Sky Blue less than Mint?,1,pie,categorical_less_than
3041,8028,5,Is Deep Sky Blue the high median?,1,pie,categorical_high_median
3042,8028,1,Is Dark Olive the maximum?,1,pie,categorical_maximum
3043,16031,0,Is Purple the minimum?,0,hbar_categorical,categorical_minimum
3044,16031,4,Is Seafoam the low median?,1,hbar_categorical,categorical_low_median
3045,16031,5,Is Maroon the high median?,0,hbar_categorical,categorical_high_median
3046,16031,1,Is Maroon the maximum?,1,hbar_categorical,categorical_maximum
3047,16031,5,Is Medium Blue the high median?,1,hbar_categorical,categorical_high_median
3048,8049,4,Is Hot Pink the low median?,0,pie,categorical_low_median
3049,8049,2,Is Dark Magenta less than Dark Slate?,1,pie,categorical_less_than
3050,8049,2,Is Dark Slate less than Dark Magenta?,0,pie,categorical_less_than
3051,8049,3,Is Dark Magenta greater than Dark Slate?,0,pie,categorical_greater_than
3052,8049,1,Is Hot Pink the maximum?,1,pie,categorical_maximum
3053,4007,4,Is Light Green the low median?,1,hbar_categorical,categorical_low_median
3054,4007,4,Is Cornflower the low median?,0,hbar_categorical,categorical_low_median
3055,4007,2,Is Cornflower less than Light Green?,0,hbar_categorical,categorical_less_than
3056,4007,3,Is Cornflower greater than Light Green?,1,hbar_categorical,categorical_greater_than
3057,4007,5,Is Light Green the high median?,0,hbar_categorical,categorical_high_median
3058,4039,2,Is Green less than Dark Olive?,0,pie,categorical_less_than
3059,4039,1,Is Green the maximum?,0,pie,categorical_maximum
3060,4039,0,Is Green the minimum?,0,pie,categorical_minimum
3061,4039,0,Is Rebecca Purple the minimum?,1,pie,categorical_minimum
3062,4039,4,Is Rebecca Purple the low median?,0,pie,categorical_low_median
3063,12030,2,Is Dark Slate less than Light Coral?,0,vbar_categorical,categorical_less_than
3064,12030,1,Is Tan the maximum?,1,vbar_categorical,categorical_maximum
3065,39,7,Does Seafoam have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
3066,39,12,Is Dark Salmon less than Seafoam?,1,dot_line,continuous_less_than
3067,39,10,Does Medium Blue have the lowest value?,0,dot_line,continuous_global_minimum
3068,39,14,Does Dark Salmon intersect Seafoam?,0,dot_line,continuous_intersect
3069,39,9,Is Medium Blue the roughest?,0,dot_line,continuous_roughest
3070,16024,3,Is Mint greater than Olive Drab?,0,vbar_categorical,categorical_greater_than
3071,16024,1,Is Olive Drab the maximum?,0,vbar_categorical,categorical_maximum
3072,16024,4,Is Rebecca Purple the low median?,0,vbar_categorical,categorical_low_median
3073,16024,0,Is Mint the minimum?,1,vbar_categorical,categorical_minimum
3074,16024,2,Is Olive Drab less than Mint?,0,vbar_categorical,categorical_less_than
3075,12038,9,Is Olive the roughest?,0,dot_line,continuous_roughest
3076,12038,7,Does Forest Green have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
3077,12038,6,Does Forest Green have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
3078,12038,13,Is Forest Green greater than Olive?,1,dot_line,continuous_greater_than
3079,12038,14,Does Olive intersect Forest Green?,0,dot_line,continuous_intersect
3080,4049,3,Is Tan greater than Dark Slate?,1,vbar_categorical,categorical_greater_than
3081,4049,4,Is Tan the low median?,0,vbar_categorical,categorical_low_median
3082,4049,5,Is Rebecca Purple the high median?,0,vbar_categorical,categorical_high_median
3083,4049,1,Is Tan the maximum?,0,vbar_categorical,categorical_maximum
3084,4049,5,Is Teal the high median?,1,vbar_categorical,categorical_high_median
3085,12033,2,Is Sandy Brown less than Teal?,0,vbar_categorical,categorical_less_than
3086,12033,5,Is Deep Pink the high median?,1,vbar_categorical,categorical_high_median
3087,12033,5,Is Lime Green the high median?,0,vbar_categorical,categorical_high_median
3088,12033,1,Is Sandy Brown the maximum?,0,vbar_categorical,categorical_maximum
3089,12033,0,Is Sandy Brown the minimum?,0,vbar_categorical,categorical_minimum
3090,4006,13,Is Olive greater than Medium Blue?,1,dot_line,continuous_greater_than
